Czas_Rejestracji;Wiatr_V;Wiatr_Kierunek;Wilgotnosc;T_Powietrza;T_Grunt;Opad_Typ;Lokalizacja_Opis
2016-08-30 21:30:00.000;0;256.00;53.90;16.70;25.40;69;ESTAKADA GADOWIANKA
2016-08-30 21:30:00.000;0.3;346.20;62.80;18.30;20.10;69;MOST MILENIJNY
2016-08-30 21:30:00.000;1.8;130.80;55.90;18.70;21.30;69;MOST WARSZAWSKI
2016-08-30 21:40:00.000;0;48.00;66.20;16.10;20.80;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 21:40:00.000;0;293.00;54.31;17.01;20.93;69;MOST ROMANA DMOWSKIEGO
2016-08-30 21:40:00.000;0.4;322.20;52.70;14.80;20.70;69;AL. JANA III SOBIESKIEGO
2016-08-30 21:40:00.000;0;38.30;59.20;15.50;22.70;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 21:40:00.000;0;247.30;53.90;16.60;25.20;69;ESTAKADA GADOWIANKA
2016-08-30 21:40:00.000;0.7;1.60;63.70;17.90;19.80;69;MOST MILENIJNY
2016-08-30 21:40:00.000;1.3;128.20;57.50;18.50;21.00;69;MOST WARSZAWSKI
2016-08-30 21:50:00.000;0;117.50;66.60;16.10;20.60;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 21:50:00.000;0;284.00;55.55;16.70;20.66;69;MOST ROMANA DMOWSKIEGO
2016-08-30 21:50:00.000;0.4;319.80;56.60;14.20;20.40;69;AL. JANA III SOBIESKIEGO
2016-08-30 21:50:00.000;0;35.30;60.00;15.30;22.50;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 21:50:00.000;0;241.50;54.50;16.50;24.90;69;ESTAKADA GADOWIANKA
2016-08-30 21:50:00.000;0.8;7.80;60.10;18.10;19.60;69;MOST MILENIJNY
2016-08-30 21:50:00.000;0.9;132.80;58.00;18.30;20.80;69;MOST WARSZAWSKI
2016-08-30 22:00:00.000;0;169.70;67.40;16.10;20.30;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 22:00:00.000;0;275.00;56.22;16.50;20.43;69;MOST ROMANA DMOWSKIEGO
2016-08-30 22:00:00.000;0.3;328.90;58.70;14.00;20.20;69;AL. JANA III SOBIESKIEGO
2016-08-30 22:00:00.000;0.6;3.30;60.80;15.10;22.40;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 22:00:00.000;0;268.00;54.40;16.40;24.70;69;ESTAKADA GADOWIANKA
2016-08-30 22:00:00.000;0.1;188.30;68.20;17.80;19.40;69;MOST MILENIJNY
2016-08-30 22:00:00.000;0.4;121.40;57.70;18.30;20.60;69;MOST WARSZAWSKI
2016-08-30 22:10:00.000;0;169.30;69.40;15.80;20.00;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 22:10:00.000;0;271.00;56.10;16.52;20.23;69;MOST ROMANA DMOWSKIEGO
2016-08-30 22:10:00.000;0.5;329.10;59.00;13.90;20.00;69;AL. JANA III SOBIESKIEGO
2016-08-30 22:10:00.000;0;107.00;63.10;14.70;22.20;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 22:10:00.000;0;178.80;56.00;16.10;24.40;69;ESTAKADA GADOWIANKA
2016-08-30 22:10:00.000;0;172.00;69.60;17.40;19.20;69;MOST MILENIJNY
2016-08-30 22:10:00.000;0.4;147.50;57.70;18.30;20.40;69;MOST WARSZAWSKI
2016-08-30 22:20:00.000;0;166.50;71.20;15.50;19.80;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 22:20:00.000;0;275.00;56.46;16.47;20.02;69;MOST ROMANA DMOWSKIEGO
2016-08-30 22:20:00.000;0.2;322.70;57.80;14.10;19.80;69;AL. JANA III SOBIESKIEGO
2016-08-30 22:20:00.000;0;169.20;64.80;14.30;22.10;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 22:20:00.000;0;209.20;56.40;16.00;24.20;69;ESTAKADA GADOWIANKA
2016-08-30 22:20:00.000;0;179.00;72.30;17.50;19.10;69;MOST MILENIJNY
2016-08-30 22:20:00.000;0.5;148.10;57.10;18.30;20.30;69;MOST WARSZAWSKI
2016-08-30 22:30:00.000;0;185.60;70.70;15.50;19.70;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 22:30:00.000;0;280.00;57.13;16.29;19.83;69;MOST ROMANA DMOWSKIEGO
2016-08-30 22:30:00.000;0.1;19.00;56.00;14.40;19.70;69;AL. JANA III SOBIESKIEGO
2016-08-30 22:30:00.000;0;336.00;64.80;14.20;22.00;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 22:30:00.000;0;221.90;57.50;15.70;24.00;69;ESTAKADA GADOWIANKA
2016-08-30 22:30:00.000;0;243.40;69.30;17.30;18.90;69;MOST MILENIJNY
2016-08-30 22:30:00.000;0.3;148.50;57.70;18.10;20.10;69;MOST WARSZAWSKI
2016-08-30 22:40:00.000;0;195.00;71.80;15.30;19.50;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 22:40:00.000;0;280.00;57.57;16.19;19.64;69;MOST ROMANA DMOWSKIEGO
2016-08-30 22:40:00.000;0;54.50;58.80;13.90;19.50;69;AL. JANA III SOBIESKIEGO
2016-08-30 22:40:00.000;0;336.00;67.00;14.00;21.80;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 22:40:00.000;0;204.70;58.20;15.60;23.80;69;ESTAKADA GADOWIANKA
2016-08-30 22:40:00.000;0;175.10;71.50;17.20;18.80;69;MOST MILENIJNY
2016-08-30 22:40:00.000;0.3;123.90;58.40;18.00;20.00;69;MOST WARSZAWSKI
2016-08-30 22:50:00.000;0;172.70;73.40;15.10;19.30;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 22:50:00.000;0;275.00;58.17;16.05;19.47;69;MOST ROMANA DMOWSKIEGO
2016-08-30 22:50:00.000;0.2;41.00;62.50;13.20;19.30;69;AL. JANA III SOBIESKIEGO
2016-08-30 22:50:00.000;0;336.00;68.90;13.50;21.70;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 22:50:00.000;0;82.10;60.80;15.20;23.60;69;ESTAKADA GADOWIANKA
2016-08-30 22:50:00.000;0;267.80;72.20;17.10;18.60;69;MOST MILENIJNY
2016-08-30 22:50:00.000;0.1;163.90;59.10;17.90;19.80;69;MOST WARSZAWSKI
2016-08-30 23:00:00.000;0;183.20;75.60;14.70;19.10;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 23:00:00.000;0;277.00;58.47;16.00;19.22;69;MOST ROMANA DMOWSKIEGO
2016-08-30 23:00:00.000;0;344.00;62.70;13.00;19.10;69;AL. JANA III SOBIESKIEGO
2016-08-30 23:00:00.000;0;336.00;71.50;13.20;21.60;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 23:00:00.000;0;98.20;63.70;14.90;23.40;69;ESTAKADA GADOWIANKA
2016-08-30 23:00:00.000;0.1;335.00;72.60;17.10;18.50;69;MOST MILENIJNY
2016-08-30 23:00:00.000;0;107.10;62.00;17.80;19.70;69;MOST WARSZAWSKI
2016-08-30 23:10:00.000;0;238.20;75.40;14.60;18.90;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 23:10:00.000;0;265.00;60.83;15.65;18.95;69;MOST ROMANA DMOWSKIEGO
2016-08-30 23:10:00.000;0;14.30;65.10;12.70;19.00;69;AL. JANA III SOBIESKIEGO
2016-08-30 23:10:00.000;0;336.00;72.60;13.10;21.50;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 23:10:00.000;0;104.90;63.40;15.00;23.20;69;ESTAKADA GADOWIANKA
2016-08-30 23:10:00.000;0;262.40;72.90;16.90;18.30;69;MOST MILENIJNY
2016-08-30 23:10:00.000;0;44.40;68.40;17.70;19.50;69;MOST WARSZAWSKI
2016-08-30 23:20:00.000;0;200.40;77.00;14.10;18.70;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 23:20:00.000;0;260.00;62.10;15.47;18.76;69;MOST ROMANA DMOWSKIEGO
2016-08-30 23:20:00.000;0;347.40;66.00;12.60;18.80;69;AL. JANA III SOBIESKIEGO
2016-08-30 23:20:00.000;0;336.00;73.90;12.80;21.30;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 23:20:00.000;0;101.40;66.10;14.60;23.10;69;ESTAKADA GADOWIANKA
2016-08-30 23:20:00.000;0;253.30;71.60;16.90;18.20;69;MOST MILENIJNY
2016-08-30 23:20:00.000;0;298.20;76.20;17.40;19.40;69;MOST WARSZAWSKI
2016-08-30 23:30:00.000;0;204.30;77.30;14.00;18.50;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 23:30:00.000;0;251.00;62.50;15.27;18.58;69;MOST ROMANA DMOWSKIEGO
2016-08-30 23:30:00.000;0;291.20;67.90;12.20;18.70;69;AL. JANA III SOBIESKIEGO
2016-08-30 23:30:00.000;0.1;336.00;76.00;12.50;21.30;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 23:30:00.000;0;118.80;67.30;14.40;22.90;69;ESTAKADA GADOWIANKA
2016-08-30 23:30:00.000;0.1;278.30;70.60;17.00;18.10;69;MOST MILENIJNY
2016-08-30 23:30:00.000;0;310.30;79.10;17.20;19.20;69;MOST WARSZAWSKI
2016-08-30 23:40:00.000;0;179.90;78.00;13.90;18.40;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 23:40:00.000;0;245.00;63.92;14.99;18.41;69;MOST ROMANA DMOWSKIEGO
2016-08-30 23:40:00.000;0;291.20;70.80;11.90;18.50;69;AL. JANA III SOBIESKIEGO
2016-08-30 23:40:00.000;0;336.00;77.60;12.30;21.10;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 23:40:00.000;0;132.10;69.10;13.90;22.70;69;ESTAKADA GADOWIANKA
2016-08-30 23:40:00.000;0;327.30;70.20;17.00;18.00;69;MOST MILENIJNY
2016-08-30 23:40:00.000;0;295.80;80.70;17.00;19.00;69;MOST WARSZAWSKI
2016-08-30 23:50:00.000;0;276.50;77.30;14.00;18.30;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-30 23:50:00.000;0;284.00;64.25;14.97;18.26;69;MOST ROMANA DMOWSKIEGO
2016-08-30 23:50:00.000;0;152.60;71.80;11.80;18.40;69;AL. JANA III SOBIESKIEGO
2016-08-30 23:50:00.000;0;336.00;79.30;12.20;21.00;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-30 23:50:00.000;0;193.10;68.10;13.90;22.50;69;ESTAKADA GADOWIANKA
2016-08-30 23:50:00.000;0;306.30;67.10;16.70;17.90;69;MOST MILENIJNY
2016-08-30 23:50:00.000;0;337.70;82.20;16.70;18.90;69;MOST WARSZAWSKI
2016-08-31 00:00:00.000;0;252.20;77.70;14.00;18.20;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 00:00:00.000;0;301.00;64.18;15.13;18.07;69;MOST ROMANA DMOWSKIEGO
2016-08-31 00:00:00.000;0.4;172.00;72.80;11.80;18.30;69;AL. JANA III SOBIESKIEGO
2016-08-31 00:00:00.000;0;336.00;79.50;12.10;20.90;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 00:00:00.000;0;162.80;69.00;13.70;22.30;69;ESTAKADA GADOWIANKA
2016-08-31 00:00:00.000;0.5;326.40;67.90;16.70;17.80;69;MOST MILENIJNY
2016-08-31 00:00:00.000;0;93.80;79.60;16.60;18.70;69;MOST WARSZAWSKI
2016-08-31 00:10:00.000;0;129.40;78.30;13.80;18.00;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 00:10:00.000;0;230.00;65.89;14.83;17.89;69;MOST ROMANA DMOWSKIEGO
2016-08-31 00:10:00.000;0;230.40;72.60;11.80;18.10;69;AL. JANA III SOBIESKIEGO
2016-08-31 00:10:00.000;0.4;255.70;80.10;11.90;20.80;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 00:10:00.000;0;120.10;69.50;13.70;22.20;69;ESTAKADA GADOWIANKA
2016-08-31 00:10:00.000;0.4;301.20;66.80;16.60;17.60;69;MOST MILENIJNY
2016-08-31 00:10:00.000;0;91.30;78.70;16.70;18.60;69;MOST WARSZAWSKI
2016-08-31 00:20:00.000;0;188.70;80.30;13.30;17.90;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 00:20:00.000;0;238.00;67.58;14.45;17.70;69;MOST ROMANA DMOWSKIEGO
2016-08-31 00:20:00.000;0;55.50;72.90;11.70;17.90;69;AL. JANA III SOBIESKIEGO
2016-08-31 00:20:00.000;0;236.80;80.70;11.60;20.70;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 00:20:00.000;0;108.70;71.10;13.40;22.00;69;ESTAKADA GADOWIANKA
2016-08-31 00:20:00.000;0;268.00;70.70;16.30;17.40;69;MOST MILENIJNY
2016-08-31 00:20:00.000;0;5.90;80.50;16.80;18.50;69;MOST WARSZAWSKI
2016-08-31 00:30:00.000;0;213.00;80.00;13.30;17.80;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 00:30:00.000;0;182.00;68.33;14.32;17.52;69;MOST ROMANA DMOWSKIEGO
2016-08-31 00:30:00.000;0;130.60;73.60;11.40;17.80;69;AL. JANA III SOBIESKIEGO
2016-08-31 00:30:00.000;0.2;223.30;81.60;11.50;20.60;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 00:30:00.000;0;96.30;71.70;13.10;21.80;69;ESTAKADA GADOWIANKA
2016-08-31 00:30:00.000;0;235.20;73.20;16.00;17.30;69;MOST MILENIJNY
2016-08-31 00:30:00.000;0;318.30;87.60;16.60;18.40;69;MOST WARSZAWSKI
2016-08-31 00:40:00.000;0;169.20;80.30;13.30;17.60;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 00:40:00.000;0;176.00;68.80;14.19;17.34;69;MOST ROMANA DMOWSKIEGO
2016-08-31 00:40:00.000;0;32.10;75.20;11.30;17.70;69;AL. JANA III SOBIESKIEGO
2016-08-31 00:40:00.000;0;226.40;82.10;11.40;20.50;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 00:40:00.000;0;93.60;72.40;13.00;21.70;69;ESTAKADA GADOWIANKA
2016-08-31 00:40:00.000;0;186.20;76.40;15.80;17.20;69;MOST MILENIJNY
2016-08-31 00:40:00.000;0;307.20;88.60;16.30;18.30;69;MOST WARSZAWSKI
2016-08-31 00:50:00.000;0;192.90;81.10;13.00;17.40;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 00:50:00.000;0;275.00;69.55;14.02;17.16;69;MOST ROMANA DMOWSKIEGO
2016-08-31 00:50:00.000;0.3;55.40;75.60;11.20;17.50;69;AL. JANA III SOBIESKIEGO
2016-08-31 00:50:00.000;0;188.00;82.90;11.20;20.40;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 00:50:00.000;0;128.30;70.80;13.30;21.50;69;ESTAKADA GADOWIANKA
2016-08-31 00:50:00.000;0;235.70;76.70;15.60;17.10;69;MOST MILENIJNY
2016-08-31 00:50:00.000;0;317.50;88.10;16.00;18.10;69;MOST WARSZAWSKI
2016-08-31 01:00:00.000;0;166.80;82.70;12.70;17.30;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 01:00:00.000;0;214.00;69.57;14.04;16.99;69;MOST ROMANA DMOWSKIEGO
2016-08-31 01:00:00.000;0.3;.60;76.70;10.90;17.30;69;AL. JANA III SOBIESKIEGO
2016-08-31 01:00:00.000;0.1;158.60;83.60;11.00;20.30;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 01:00:00.000;0;194.00;70.80;13.10;21.40;69;ESTAKADA GADOWIANKA
2016-08-31 01:00:00.000;0;327.70;72.80;15.80;17.00;69;MOST MILENIJNY
2016-08-31 01:00:00.000;0;297.80;88.90;15.70;18.00;69;MOST WARSZAWSKI
2016-08-31 01:10:00.000;0;142.00;82.60;12.80;17.20;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 01:10:00.000;0;264.00;69.33;14.06;16.83;69;MOST ROMANA DMOWSKIEGO
2016-08-31 01:10:00.000;0.2;334.20;77.30;10.80;17.20;69;AL. JANA III SOBIESKIEGO
2016-08-31 01:10:00.000;0;75.40;84.30;10.80;20.20;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 01:10:00.000;0;162.50;70.30;13.20;21.30;69;ESTAKADA GADOWIANKA
2016-08-31 01:10:00.000;0;327.10;71.70;15.90;16.90;69;MOST MILENIJNY
2016-08-31 01:10:00.000;0;206.30;81.90;15.50;17.90;69;MOST WARSZAWSKI
2016-08-31 01:20:00.000;0;171.10;83.10;12.70;17.00;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 01:20:00.000;0;295.00;69.57;14.16;16.66;69;MOST ROMANA DMOWSKIEGO
2016-08-31 01:20:00.000;0;157.30;78.10;10.60;17.10;69;AL. JANA III SOBIESKIEGO
2016-08-31 01:20:00.000;0;129.70;84.80;10.70;20.10;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 01:20:00.000;0;173.00;71.50;13.00;21.10;69;ESTAKADA GADOWIANKA
2016-08-31 01:20:00.000;0;303.50;80.50;15.60;16.70;69;MOST MILENIJNY
2016-08-31 01:20:00.000;0;51.70;80.70;15.70;17.80;69;MOST WARSZAWSKI
2016-08-31 01:30:00.000;0;123.70;84.10;12.50;16.90;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 01:30:00.000;0;263.00;70.65;13.92;16.58;69;MOST ROMANA DMOWSKIEGO
2016-08-31 01:30:00.000;0;115.80;79.50;10.40;16.90;69;AL. JANA III SOBIESKIEGO
2016-08-31 01:30:00.000;0;11.60;85.50;10.50;20.00;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 01:30:00.000;0;155.30;72.40;12.90;21.00;69;ESTAKADA GADOWIANKA
2016-08-31 01:30:00.000;0.1;288.10;79.70;15.30;16.60;69;MOST MILENIJNY
2016-08-31 01:30:00.000;0;.70;81.40;15.80;17.70;69;MOST WARSZAWSKI
2016-08-31 01:40:00.000;0;241.30;84.10;12.40;16.80;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 01:40:00.000;0;285.00;71.43;13.81;16.41;69;MOST ROMANA DMOWSKIEGO
2016-08-31 01:40:00.000;0;27.50;79.50;10.40;16.80;69;AL. JANA III SOBIESKIEGO
2016-08-31 01:40:00.000;0;178.80;85.80;10.40;19.90;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 01:40:00.000;0;130.90;74.50;12.50;20.90;69;ESTAKADA GADOWIANKA
2016-08-31 01:40:00.000;0.2;308.90;71.60;15.50;16.50;69;MOST MILENIJNY
2016-08-31 01:40:00.000;0;292.50;80.20;15.20;17.50;69;MOST WARSZAWSKI
2016-08-31 01:50:00.000;0;228.90;84.50;12.30;16.70;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 01:50:00.000;0;284.00;71.98;13.75;16.24;69;MOST ROMANA DMOWSKIEGO
2016-08-31 01:50:00.000;0;10.60;79.30;10.40;16.70;69;AL. JANA III SOBIESKIEGO
2016-08-31 01:50:00.000;0;178.60;86.30;10.40;19.90;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 01:50:00.000;0;125.80;74.50;12.50;20.70;69;ESTAKADA GADOWIANKA
2016-08-31 01:50:00.000;0;276.00;71.80;15.40;16.40;69;MOST MILENIJNY
2016-08-31 01:50:00.000;0;280.50;82.10;14.70;17.30;69;MOST WARSZAWSKI
2016-08-31 02:00:00.000;0;212.90;84.90;12.10;16.60;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 02:00:00.000;0;164.00;72.31;13.45;16.09;69;MOST ROMANA DMOWSKIEGO
2016-08-31 02:00:00.000;0;106.20;79.80;10.20;16.60;69;AL. JANA III SOBIESKIEGO
2016-08-31 02:00:00.000;0.1;232.10;86.40;10.50;19.80;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 02:00:00.000;0;172.90;74.80;12.40;20.60;69;ESTAKADA GADOWIANKA
2016-08-31 02:00:00.000;0;286.20;73.40;15.10;16.30;69;MOST MILENIJNY
2016-08-31 02:00:00.000;0;304.90;82.80;14.60;17.20;69;MOST WARSZAWSKI
2016-08-31 02:10:00.000;0;200.00;85.70;12.10;16.50;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 02:10:00.000;0;191.00;72.74;13.23;15.91;69;MOST ROMANA DMOWSKIEGO
2016-08-31 02:10:00.000;0.1;63.70;80.70;10.10;16.50;69;AL. JANA III SOBIESKIEGO
2016-08-31 02:10:00.000;0;217.60;85.60;10.30;19.70;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 02:10:00.000;0;128.00;75.00;12.30;20.50;69;ESTAKADA GADOWIANKA
2016-08-31 02:10:00.000;0;293.10;75.00;14.80;16.10;69;MOST MILENIJNY
2016-08-31 02:10:00.000;0;28.70;84.50;14.90;17.10;69;MOST WARSZAWSKI
2016-08-31 02:20:00.000;0;176.30;85.90;12.00;16.30;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 02:20:00.000;0;253.00;72.62;13.23;15.75;69;MOST ROMANA DMOWSKIEGO
2016-08-31 02:20:00.000;0;45.30;81.60;10.00;16.30;69;AL. JANA III SOBIESKIEGO
2016-08-31 02:20:00.000;0.1;217.20;86.30;10.10;19.60;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 02:20:00.000;0;149.40;76.40;12.20;20.40;69;ESTAKADA GADOWIANKA
2016-08-31 02:20:00.000;0;299.70;75.30;14.80;16.10;69;MOST MILENIJNY
2016-08-31 02:20:00.000;0;344.80;83.30;15.10;17.10;69;MOST WARSZAWSKI
2016-08-31 02:30:00.000;0;184.10;86.70;11.80;16.20;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 02:30:00.000;0;141.00;72.85;13.14;15.61;69;MOST ROMANA DMOWSKIEGO
2016-08-31 02:30:00.000;0.3;31.90;81.80;10.00;16.30;69;AL. JANA III SOBIESKIEGO
2016-08-31 02:30:00.000;0;.00;86.80;10.10;19.50;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 02:30:00.000;0;102.80;79.40;11.60;20.30;69;ESTAKADA GADOWIANKA
2016-08-31 02:30:00.000;0;276.20;76.90;14.80;16.00;69;MOST MILENIJNY
2016-08-31 02:30:00.000;0;276.40;83.10;14.50;17.00;69;MOST WARSZAWSKI
2016-08-31 02:40:00.000;0;152.50;87.20;11.70;16.10;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 02:40:00.000;0;24.00;73.35;13.06;15.46;69;MOST ROMANA DMOWSKIEGO
2016-08-31 02:40:00.000;0;40.70;81.80;9.70;16.20;69;AL. JANA III SOBIESKIEGO
2016-08-31 02:40:00.000;0;244.00;86.80;9.90;19.40;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 02:40:00.000;0;64.60;80.00;11.50;20.10;69;ESTAKADA GADOWIANKA
2016-08-31 02:40:00.000;0;287.10;75.60;14.70;15.90;69;MOST MILENIJNY
2016-08-31 02:40:00.000;0;253.40;83.20;14.30;16.80;69;MOST WARSZAWSKI
2016-08-31 02:50:00.000;0;153.80;87.40;11.60;16.00;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 02:50:00.000;0;138.00;74.13;12.87;15.30;69;MOST ROMANA DMOWSKIEGO
2016-08-31 02:50:00.000;0.4;67.60;82.50;9.50;16.00;69;AL. JANA III SOBIESKIEGO
2016-08-31 02:50:00.000;0;295.90;87.10;9.80;19.30;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 02:50:00.000;0;48.30;81.90;11.00;20.00;69;ESTAKADA GADOWIANKA
2016-08-31 02:50:00.000;0;190.50;81.50;14.60;15.80;69;MOST MILENIJNY
2016-08-31 02:50:00.000;0;257.80;80.80;14.20;16.70;69;MOST WARSZAWSKI
2016-08-31 03:00:00.000;0;161.60;87.70;11.60;15.90;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 03:00:00.000;0;151.00;74.51;12.80;15.15;69;MOST ROMANA DMOWSKIEGO
2016-08-31 03:00:00.000;0.5;33.60;83.10;9.60;15.90;69;AL. JANA III SOBIESKIEGO
2016-08-31 03:00:00.000;0;312.70;87.60;9.80;19.30;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 03:00:00.000;0;54.00;81.30;11.20;19.90;69;ESTAKADA GADOWIANKA
2016-08-31 03:00:00.000;0;108.50;88.40;14.40;15.70;69;MOST MILENIJNY
2016-08-31 03:00:00.000;0;265.10;82.80;14.20;16.60;69;MOST WARSZAWSKI
2016-08-31 03:10:00.000;0;148.20;87.50;11.50;15.80;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 03:10:00.000;0;178.00;75.30;12.67;14.98;69;MOST ROMANA DMOWSKIEGO
2016-08-31 03:10:00.000;0.6;23.90;82.30;9.70;15.80;69;AL. JANA III SOBIESKIEGO
2016-08-31 03:10:00.000;0.3;85.80;87.80;9.80;19.20;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 03:10:00.000;0;49.10;81.60;11.00;19.80;69;ESTAKADA GADOWIANKA
2016-08-31 03:10:00.000;0;23.10;88.80;14.20;15.60;69;MOST MILENIJNY
2016-08-31 03:10:00.000;0;263.50;87.80;13.80;16.50;69;MOST WARSZAWSKI
2016-08-31 03:20:00.000;0;138.20;88.40;11.40;15.70;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 03:20:00.000;0;183.00;75.60;12.76;14.85;69;MOST ROMANA DMOWSKIEGO
2016-08-31 03:20:00.000;0;22.40;82.20;9.50;15.60;69;AL. JANA III SOBIESKIEGO
2016-08-31 03:20:00.000;0;78.50;87.80;9.70;19.10;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 03:20:00.000;0;73.00;81.70;11.10;19.70;69;ESTAKADA GADOWIANKA
2016-08-31 03:20:00.000;0;238.80;85.50;14.30;15.50;69;MOST MILENIJNY
2016-08-31 03:20:00.000;0;259.40;85.20;13.90;16.40;69;MOST WARSZAWSKI
2016-08-31 03:30:00.000;0;47.70;88.80;11.30;15.60;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 03:30:00.000;0;220.00;75.95;12.85;14.70;69;MOST ROMANA DMOWSKIEGO
2016-08-31 03:30:00.000;0.1;16.80;83.30;9.30;15.50;69;AL. JANA III SOBIESKIEGO
2016-08-31 03:30:00.000;0;181.20;88.20;9.60;19.00;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 03:30:00.000;0;70.80;81.40;11.20;19.60;69;ESTAKADA GADOWIANKA
2016-08-31 03:30:00.000;0;283.10;84.70;14.30;15.40;69;MOST MILENIJNY
2016-08-31 03:30:00.000;0;219.50;84.70;13.80;16.30;69;MOST WARSZAWSKI
2016-08-31 03:40:00.000;0;316.80;89.10;11.30;15.50;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 03:40:00.000;0;288.00;76.31;12.89;14.58;69;MOST ROMANA DMOWSKIEGO
2016-08-31 03:40:00.000;0.2;347.80;83.70;9.10;15.40;69;AL. JANA III SOBIESKIEGO
2016-08-31 03:40:00.000;0;84.60;88.30;9.40;19.00;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 03:40:00.000;0;11.30;82.40;11.00;19.50;69;ESTAKADA GADOWIANKA
2016-08-31 03:40:00.000;0.2;199.40;82.80;13.70;16.20;69;MOST WARSZAWSKI
