Czas_Rejestracji;Wiatr_V;Wiatr_Kierunek;Wilgotnosc;T_Powietrza;T_Grunt;Opad_Typ;Lokalizacja_Opis
2016-08-31 03:50:00.000;0;169.80;89.10;11.40;15.40;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 03:50:00.000;0;293.00;76.18;12.82;14.47;69;MOST ROMANA DMOWSKIEGO
2016-08-31 03:50:00.000;0;340.50;84.50;8.90;15.40;69;AL. JANA III SOBIESKIEGO
2016-08-31 03:50:00.000;0;89.80;88.90;9.30;18.90;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 03:50:00.000;0;264.50;83.20;10.90;19.40;69;ESTAKADA GADOWIANKA
2016-08-31 03:50:00.000;0;334.80;90.10;13.90;15.20;69;MOST MILENIJNY
2016-08-31 03:50:00.000;0.1;201.20;81.40;14.00;16.20;69;MOST WARSZAWSKI
2016-08-31 04:00:00.000;0;63.80;88.70;11.40;15.40;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 04:00:00.000;0;282.00;76.54;12.60;14.32;69;MOST ROMANA DMOWSKIEGO
2016-08-31 04:00:00.000;0.3;11.50;85.90;9.10;15.30;69;AL. JANA III SOBIESKIEGO
2016-08-31 04:00:00.000;0.1;109.80;89.60;9.30;18.80;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 04:00:00.000;0;354.10;82.40;11.00;19.30;69;ESTAKADA GADOWIANKA
2016-08-31 04:00:00.000;0;290.30;90.80;13.80;15.10;69;MOST MILENIJNY
2016-08-31 04:00:00.000;0;276.60;82.80;13.80;16.10;69;MOST WARSZAWSKI
2016-08-31 04:10:00.000;0;187.10;88.70;11.30;15.20;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 04:10:00.000;0;267.00;77.33;12.49;14.17;69;MOST ROMANA DMOWSKIEGO
2016-08-31 04:10:00.000;0.3;357.70;85.90;9.30;15.20;69;AL. JANA III SOBIESKIEGO
2016-08-31 04:10:00.000;0;336.40;89.50;9.20;18.80;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 04:10:00.000;0;58.70;82.90;11.00;19.20;69;ESTAKADA GADOWIANKA
2016-08-31 04:10:00.000;0;265.40;91.70;14.00;15.00;69;MOST MILENIJNY
2016-08-31 04:10:00.000;0;295.50;85.20;13.50;16.00;69;MOST WARSZAWSKI
2016-08-31 04:20:00.000;0;79.80;89.20;11.20;15.20;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 04:20:00.000;0;277.00;77.79;12.45;14.03;69;MOST ROMANA DMOWSKIEGO
2016-08-31 04:20:00.000;0.1;20.50;85.80;8.90;15.10;69;AL. JANA III SOBIESKIEGO
2016-08-31 04:20:00.000;0;57.50;89.40;9.10;18.70;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 04:20:00.000;0;80.10;81.90;11.30;19.10;69;ESTAKADA GADOWIANKA
2016-08-31 04:20:00.000;0;275.00;91.80;13.90;14.90;69;MOST MILENIJNY
2016-08-31 04:20:00.000;0;265.50;87.70;13.30;15.90;69;MOST WARSZAWSKI
2016-08-31 04:30:00.000;0;182.50;89.60;11.10;15.10;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 04:30:00.000;0;278.00;77.75;12.42;13.82;69;MOST ROMANA DMOWSKIEGO
2016-08-31 04:30:00.000;0.4;22.40;86.40;8.90;14.90;69;AL. JANA III SOBIESKIEGO
2016-08-31 04:30:00.000;0;122.50;89.60;9.00;18.60;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 04:30:00.000;0;61.20;81.50;11.30;19.00;69;ESTAKADA GADOWIANKA
2016-08-31 04:30:00.000;0;53.30;93.10;13.80;14.90;69;MOST MILENIJNY
2016-08-31 04:30:00.000;0;206.10;84.80;13.20;15.80;69;MOST WARSZAWSKI
2016-08-31 04:40:00.000;0;163.90;90.00;11.20;15.00;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 04:40:00.000;0;278.00;78.72;12.27;13.70;69;MOST ROMANA DMOWSKIEGO
2016-08-31 04:40:00.000;0.3;25.20;86.10;8.90;14.90;69;AL. JANA III SOBIESKIEGO
2016-08-31 04:40:00.000;0;151.10;89.70;8.90;18.50;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 04:40:00.000;0;72.80;82.40;11.10;18.90;69;ESTAKADA GADOWIANKA
2016-08-31 04:40:00.000;0;262.70;93.00;13.90;14.80;69;MOST MILENIJNY
2016-08-31 04:40:00.000;0;253.20;86.00;13.20;15.70;69;MOST WARSZAWSKI
2016-08-31 04:50:00.000;0;205.40;90.30;11.00;14.80;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 04:50:00.000;0;285.00;81.12;12.24;13.55;69;MOST ROMANA DMOWSKIEGO
2016-08-31 04:50:00.000;0;44.30;85.70;8.70;14.80;69;AL. JANA III SOBIESKIEGO
2016-08-31 04:50:00.000;0;215.50;89.80;9.00;18.40;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 04:50:00.000;0;93.20;81.70;11.40;18.80;69;ESTAKADA GADOWIANKA
2016-08-31 04:50:00.000;0;183.90;92.60;14.00;14.70;69;MOST MILENIJNY
2016-08-31 04:50:00.000;0.2;276.00;86.60;13.10;15.60;69;MOST WARSZAWSKI
2016-08-31 05:00:00.000;0;178.60;90.50;10.90;14.70;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 05:00:00.000;0;246.00;82.80;12.15;13.44;69;MOST ROMANA DMOWSKIEGO
2016-08-31 05:00:00.000;0;11.00;86.10;8.60;14.60;69;AL. JANA III SOBIESKIEGO
2016-08-31 05:00:00.000;0;233.00;89.60;9.00;18.30;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 05:00:00.000;0;94.60;81.50;11.30;18.70;69;ESTAKADA GADOWIANKA
2016-08-31 05:00:00.000;0;193.40;92.30;13.80;14.60;69;MOST MILENIJNY
2016-08-31 05:00:00.000;0.1;272.00;90.40;13.30;15.50;69;MOST WARSZAWSKI
2016-08-31 05:10:00.000;0;192.30;90.70;10.90;14.60;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 05:10:00.000;0;196.00;81.87;11.98;13.34;69;MOST ROMANA DMOWSKIEGO
2016-08-31 05:10:00.000;0.1;355.60;86.50;8.50;14.50;69;AL. JANA III SOBIESKIEGO
2016-08-31 05:10:00.000;0;173.40;89.30;9.00;18.30;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 05:10:00.000;0;77.30;83.10;10.90;18.60;69;ESTAKADA GADOWIANKA
2016-08-31 05:10:00.000;0;348.30;92.40;13.80;14.50;69;MOST MILENIJNY
2016-08-31 05:10:00.000;0;237.40;92.10;13.10;15.40;69;MOST WARSZAWSKI
2016-08-31 05:20:00.000;0;213.30;90.80;10.90;14.60;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 05:20:00.000;0;241.00;80.95;12.18;13.25;69;MOST ROMANA DMOWSKIEGO
2016-08-31 05:20:00.000;0.5;14.50;87.00;8.60;14.40;69;AL. JANA III SOBIESKIEGO
2016-08-31 05:20:00.000;0;206.70;89.00;9.00;18.20;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 05:20:00.000;0;61.50;84.30;10.80;18.50;69;ESTAKADA GADOWIANKA
2016-08-31 05:20:00.000;0;356.10;93.60;13.70;14.40;69;MOST MILENIJNY
2016-08-31 05:20:00.000;0;224.60;90.40;13.10;15.40;69;MOST WARSZAWSKI
2016-08-31 05:30:00.000;0;68.60;90.60;11.00;14.50;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 05:30:00.000;0;284.00;82.05;12.35;13.18;69;MOST ROMANA DMOWSKIEGO
2016-08-31 05:30:00.000;0.5;11.30;86.30;8.70;14.20;69;AL. JANA III SOBIESKIEGO
2016-08-31 05:30:00.000;0.2;59.70;88.90;8.70;18.10;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 05:30:00.000;0;86.20;85.10;10.60;18.50;69;ESTAKADA GADOWIANKA
2016-08-31 05:30:00.000;0.1;337.10;93.90;13.60;14.40;69;MOST MILENIJNY
2016-08-31 05:30:00.000;0;241.00;87.70;13.20;15.30;69;MOST WARSZAWSKI
2016-08-31 05:40:00.000;0;14.60;90.50;10.90;14.30;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 05:40:00.000;0;287.00;85.78;12.13;13.06;69;MOST ROMANA DMOWSKIEGO
2016-08-31 05:40:00.000;0.3;7.40;86.60;8.60;14.10;69;AL. JANA III SOBIESKIEGO
2016-08-31 05:40:00.000;0.2;145.00;90.20;8.70;18.00;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 05:40:00.000;0;83.50;84.50;10.80;18.40;69;ESTAKADA GADOWIANKA
2016-08-31 05:40:00.000;0.1;342.00;93.30;13.40;14.30;69;MOST MILENIJNY
2016-08-31 05:40:00.000;0.2;243.10;88.40;12.90;15.20;69;MOST WARSZAWSKI
2016-08-31 05:50:00.000;0;59.60;90.50;10.90;14.20;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 05:50:00.000;0;286.00;86.06;12.00;12.95;69;MOST ROMANA DMOWSKIEGO
2016-08-31 05:50:00.000;0.4;34.80;86.70;8.70;14.00;69;AL. JANA III SOBIESKIEGO
2016-08-31 05:50:00.000;0;94.20;90.20;8.70;17.90;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 05:50:00.000;0;169.20;83.50;11.10;18.30;69;ESTAKADA GADOWIANKA
2016-08-31 05:50:00.000;0.3;346.40;93.50;13.10;14.10;69;MOST MILENIJNY
2016-08-31 05:50:00.000;0.2;215.90;87.40;12.70;15.10;69;MOST WARSZAWSKI
2016-08-31 06:00:00.000;0;58.40;90.90;10.80;14.20;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 06:00:00.000;0;280.00;84.68;11.95;12.84;69;MOST ROMANA DMOWSKIEGO
2016-08-31 06:00:00.000;0.8;19.20;86.20;8.70;13.90;69;AL. JANA III SOBIESKIEGO
2016-08-31 06:00:00.000;0.1;133.00;90.10;8.70;17.80;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 06:00:00.000;0;168.70;82.60;11.20;18.20;69;ESTAKADA GADOWIANKA
2016-08-31 06:00:00.000;0.3;357.30;92.80;12.90;14.00;69;MOST MILENIJNY
2016-08-31 06:00:00.000;0;203.30;85.70;12.90;15.10;69;MOST WARSZAWSKI
2016-08-31 06:10:00.000;0;72.40;91.00;10.80;14.10;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 06:10:00.000;0;286.00;86.51;11.82;12.74;69;MOST ROMANA DMOWSKIEGO
2016-08-31 06:10:00.000;0.5;26.40;85.30;8.80;13.90;69;AL. JANA III SOBIESKIEGO
2016-08-31 06:10:00.000;0.3;181.10;90.30;8.90;17.80;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 06:10:00.000;0;74.10;82.50;11.10;18.10;69;ESTAKADA GADOWIANKA
2016-08-31 06:10:00.000;0.2;8.80;92.00;12.90;14.00;69;MOST MILENIJNY
2016-08-31 06:10:00.000;0;271.50;85.60;13.10;15.10;69;MOST WARSZAWSKI
2016-08-31 06:20:00.000;0;88.40;90.70;10.90;14.20;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 06:20:00.000;0;290.00;87.13;11.82;12.68;69;MOST ROMANA DMOWSKIEGO
2016-08-31 06:20:00.000;0.6;17.90;84.70;9.00;13.90;69;AL. JANA III SOBIESKIEGO
2016-08-31 06:20:00.000;0;191.30;89.70;9.10;17.70;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 06:20:00.000;0;80.00;82.70;11.10;18.10;69;ESTAKADA GADOWIANKA
2016-08-31 06:20:00.000;0.5;20.40;88.80;13.00;14.00;69;MOST MILENIJNY
2016-08-31 06:20:00.000;0;279.80;86.70;13.10;15.10;69;MOST WARSZAWSKI
2016-08-31 06:30:00.000;0;218.70;90.50;11.10;14.20;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 06:30:00.000;0;289.00;86.89;11.88;;69;MOST ROMANA DMOWSKIEGO
2016-08-31 06:30:00.000;0.6;26.10;82.90;9.50;13.90;69;AL. JANA III SOBIESKIEGO
2016-08-31 06:30:00.000;0;352.10;88.80;9.20;17.60;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 06:30:00.000;0;82.20;80.00;11.70;18.00;69;ESTAKADA GADOWIANKA
2016-08-31 06:30:00.000;0.2;15.50;86.40;13.40;14.10;69;MOST MILENIJNY
2016-08-31 06:30:00.000;0.1;251.70;85.80;13.30;15.10;69;MOST WARSZAWSKI
2016-08-31 06:40:00.000;0;214.40;90.00;11.30;14.20;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 06:40:00.000;0;294.00;86.66;11.97;12.82;69;MOST ROMANA DMOWSKIEGO
2016-08-31 06:40:00.000;0.8;26.50;79.10;10.20;14.10;69;AL. JANA III SOBIESKIEGO
2016-08-31 06:40:00.000;0.2;33.70;88.90;9.30;17.60;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 06:40:00.000;0;66.40;78.80;11.90;17.90;69;ESTAKADA GADOWIANKA
2016-08-31 06:40:00.000;0.1;12.30;84.70;13.80;14.20;69;MOST MILENIJNY
2016-08-31 06:40:00.000;0.4;271.00;85.50;13.50;15.10;69;MOST WARSZAWSKI
2016-08-31 06:50:00.000;0;211.40;89.00;11.60;14.30;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 06:50:00.000;0;295.00;85.48;12.16;12.96;69;MOST ROMANA DMOWSKIEGO
2016-08-31 06:50:00.000;0.4;54.50;76.10;10.80;14.30;69;AL. JANA III SOBIESKIEGO
2016-08-31 06:50:00.000;0;47.10;88.40;9.80;17.50;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 06:50:00.000;0;65.90;78.70;11.90;18.00;69;ESTAKADA GADOWIANKA
2016-08-31 06:50:00.000;0.1;185.10;84.30;14.30;14.30;69;MOST MILENIJNY
2016-08-31 06:50:00.000;0.8;277.10;88.00;13.70;15.40;69;MOST WARSZAWSKI
2016-08-31 07:00:00.000;0;271.00;87.80;11.90;14.80;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 07:00:00.000;0;222.00;83.83;12.52;13.22;69;MOST ROMANA DMOWSKIEGO
2016-08-31 07:00:00.000;0.3;44.90;73.60;11.50;14.60;69;AL. JANA III SOBIESKIEGO
2016-08-31 07:00:00.000;0;52.20;86.50;10.20;17.50;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 07:00:00.000;0;60.60;76.60;12.40;18.00;69;ESTAKADA GADOWIANKA
2016-08-31 07:00:00.000;0.4;2.40;82.70;14.90;14.50;69;MOST MILENIJNY
2016-08-31 07:00:00.000;0.4;257.50;87.40;14.20;15.60;69;MOST WARSZAWSKI
2016-08-31 07:10:00.000;0;205.60;86.30;12.50;15.30;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 07:10:00.000;0;263.00;79.24;13.04;13.42;69;MOST ROMANA DMOWSKIEGO
2016-08-31 07:10:00.000;0.7;33.10;70.50;12.10;15.00;69;AL. JANA III SOBIESKIEGO
2016-08-31 07:10:00.000;0;53.40;86.00;10.40;17.50;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 07:10:00.000;0;57.30;75.10;13.00;18.00;69;ESTAKADA GADOWIANKA
2016-08-31 07:10:00.000;0.1;20.80;77.80;15.30;14.80;69;MOST MILENIJNY
2016-08-31 07:10:00.000;0.1;246.80;80.30;15.40;15.60;69;MOST WARSZAWSKI
2016-08-31 07:20:00.000;0;200.60;83.50;13.10;16.00;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 07:20:00.000;0;307.00;77.02;13.71;13.68;69;MOST ROMANA DMOWSKIEGO
2016-08-31 07:20:00.000;0.4;56.50;69.60;12.70;15.50;69;AL. JANA III SOBIESKIEGO
2016-08-31 07:20:00.000;0;51.80;85.80;10.90;17.50;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 07:20:00.000;0;56.20;72.60;13.60;18.10;69;ESTAKADA GADOWIANKA
2016-08-31 07:20:00.000;0.3;347.70;77.60;15.60;15.40;69;MOST MILENIJNY
2016-08-31 07:20:00.000;0.4;249.90;79.30;15.60;15.70;69;MOST WARSZAWSKI
2016-08-31 07:30:00.000;0;205.60;80.10;14.20;16.70;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 07:30:00.000;0;333.00;74.48;14.32;14.03;69;MOST ROMANA DMOWSKIEGO
2016-08-31 07:30:00.000;0.2;82.60;67.50;13.40;16.00;69;AL. JANA III SOBIESKIEGO
2016-08-31 07:30:00.000;0.1;35.90;84.50;11.50;17.50;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 07:30:00.000;0;77.20;70.10;14.10;18.20;69;ESTAKADA GADOWIANKA
2016-08-31 07:30:00.000;0.2;267.40;76.80;16.10;16.10;69;MOST MILENIJNY
2016-08-31 07:30:00.000;0.3;249.70;73.70;16.70;15.80;69;MOST WARSZAWSKI
2016-08-31 07:40:00.000;0;196.20;74.10;15.60;17.50;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 07:40:00.000;0;287.00;71.77;14.84;14.82;69;MOST ROMANA DMOWSKIEGO
2016-08-31 07:40:00.000;0.2;79.50;64.30;14.30;16.60;69;AL. JANA III SOBIESKIEGO
2016-08-31 07:40:00.000;1;201.40;82.00;12.20;17.70;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 07:40:00.000;0;74.60;68.30;14.60;18.20;69;ESTAKADA GADOWIANKA
2016-08-31 07:40:00.000;0.1;178.40;73.90;17.00;16.70;69;MOST MILENIJNY
2016-08-31 07:40:00.000;0.7;274.20;78.10;16.00;16.00;69;MOST WARSZAWSKI
2016-08-31 07:50:00.000;0;182.50;69.50;16.50;18.30;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 07:50:00.000;0;207.00;66.28;15.62;16.22;69;MOST ROMANA DMOWSKIEGO
2016-08-31 07:50:00.000;0.4;35.10;62.50;14.90;17.30;69;AL. JANA III SOBIESKIEGO
2016-08-31 07:50:00.000;0.5;218.00;79.20;12.80;17.90;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 07:50:00.000;0;81.70;66.20;15.10;18.20;69;ESTAKADA GADOWIANKA
2016-08-31 07:50:00.000;0;175.00;65.40;18.50;17.40;69;MOST MILENIJNY
2016-08-31 07:50:00.000;0.4;260.10;75.90;16.50;16.60;69;MOST WARSZAWSKI
2016-08-31 08:00:00.000;0;245.00;66.40;17.30;19.00;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 08:00:00.000;0;229.00;63.01;16.37;17.70;69;MOST ROMANA DMOWSKIEGO
2016-08-31 08:00:00.000;0.3;91.00;61.10;15.40;18.10;69;AL. JANA III SOBIESKIEGO
2016-08-31 08:00:00.000;0;245.40;77.90;13.30;18.10;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 08:00:00.000;0;150.60;64.90;15.40;18.30;69;ESTAKADA GADOWIANKA
2016-08-31 08:00:00.000;0;189.70;59.10;19.60;18.20;69;MOST MILENIJNY
2016-08-31 08:00:00.000;0.5;270.90;71.50;17.70;18.10;69;MOST WARSZAWSKI
2016-08-31 08:10:00.000;0;235.30;63.30;17.70;19.70;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 08:10:00.000;0;246.00;62.43;16.56;18.88;69;MOST ROMANA DMOWSKIEGO
2016-08-31 08:10:00.000;0.3;53.70;57.90;16.40;18.90;69;AL. JANA III SOBIESKIEGO
2016-08-31 08:10:00.000;0;248.90;76.70;13.70;18.30;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 08:10:00.000;0;106.30;63.30;15.90;18.40;69;ESTAKADA GADOWIANKA
2016-08-31 08:10:00.000;0;180.50;56.20;20.20;18.90;69;MOST MILENIJNY
2016-08-31 08:10:00.000;0.5;275.80;69.10;18.20;19.20;69;MOST WARSZAWSKI
2016-08-31 08:20:00.000;0;206.80;62.20;18.10;20.80;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 08:20:00.000;0.01;110.00;59.74;17.28;19.86;69;MOST ROMANA DMOWSKIEGO
2016-08-31 08:20:00.000;0.5;100.10;57.30;16.60;19.50;69;AL. JANA III SOBIESKIEGO
2016-08-31 08:20:00.000;0;265.00;75.10;14.20;18.50;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 08:20:00.000;0;66.60;60.00;16.60;18.70;69;ESTAKADA GADOWIANKA
2016-08-31 08:20:00.000;0.3;188.20;57.10;19.50;19.70;69;MOST MILENIJNY
2016-08-31 08:20:00.000;0.4;266.20;66.10;19.00;20.20;69;MOST WARSZAWSKI
2016-08-31 08:30:00.000;0;206.40;58.90;18.80;21.80;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 08:30:00.000;0;94.00;56.86;17.91;20.93;69;MOST ROMANA DMOWSKIEGO
2016-08-31 08:30:00.000;0.2;72.40;54.60;17.40;20.40;69;AL. JANA III SOBIESKIEGO
2016-08-31 08:30:00.000;0.3;27.60;73.10;14.90;18.60;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 08:30:00.000;0;349.90;59.30;16.90;19.10;69;ESTAKADA GADOWIANKA
2016-08-31 08:30:00.000;0.1;202.10;56.80;19.60;20.50;69;MOST MILENIJNY
2016-08-31 08:30:00.000;0.1;260.40;60.30;20.50;21.20;69;MOST WARSZAWSKI
2016-08-31 08:40:00.000;0;325.20;57.50;19.40;22.70;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 08:40:00.000;0;321.00;57.33;17.65;22.08;69;MOST ROMANA DMOWSKIEGO
2016-08-31 08:40:00.000;0.4;36.20;50.70;18.30;21.20;69;AL. JANA III SOBIESKIEGO
2016-08-31 08:40:00.000;1.2;77.50;69.90;15.80;18.60;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 08:40:00.000;0;94.40;57.90;17.40;19.60;69;ESTAKADA GADOWIANKA
2016-08-31 08:40:00.000;0;174.80;52.70;20.70;21.30;69;MOST MILENIJNY
2016-08-31 08:40:00.000;0.1;286.90;58.20;20.90;22.20;69;MOST WARSZAWSKI
2016-08-31 08:50:00.000;0;331.40;55.80;20.00;23.70;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 08:50:00.000;0;12.00;54.21;18.62;23.48;69;MOST ROMANA DMOWSKIEGO
2016-08-31 08:50:00.000;0.2;36.70;48.80;18.60;22.10;69;AL. JANA III SOBIESKIEGO
2016-08-31 08:50:00.000;1.4;61.50;67.20;16.70;18.60;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 08:50:00.000;0;6.50;55.00;18.00;20.00;69;ESTAKADA GADOWIANKA
2016-08-31 08:50:00.000;0.1;185.90;53.60;20.70;22.20;69;MOST MILENIJNY
2016-08-31 08:50:00.000;0;270.40;53.00;22.50;23.20;69;MOST WARSZAWSKI
2016-08-31 09:00:00.000;0;302.30;56.20;20.00;24.80;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 09:00:00.000;0;340.00;52.34;19.14;24.94;69;MOST ROMANA DMOWSKIEGO
2016-08-31 09:00:00.000;0.4;52.80;46.70;19.10;23.00;69;AL. JANA III SOBIESKIEGO
2016-08-31 09:00:00.000;1.9;58.00;63.20;17.50;18.70;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 09:00:00.000;0;32.00;52.70;18.10;20.40;69;ESTAKADA GADOWIANKA
2016-08-31 09:00:00.000;0;181.70;53.90;20.30;23.00;69;MOST MILENIJNY
2016-08-31 09:00:00.000;0.1;299.80;55.40;21.70;24.20;69;MOST WARSZAWSKI
2016-08-31 09:10:00.000;0;259.70;53.00;20.80;25.70;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 09:10:00.000;0;5.00;50.38;19.86;26.63;69;MOST ROMANA DMOWSKIEGO
2016-08-31 09:10:00.000;0.6;23.70;46.50;19.20;23.80;69;AL. JANA III SOBIESKIEGO
2016-08-31 09:10:00.000;2.3;89.70;58.30;18.60;18.70;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 09:10:00.000;0;50.20;51.00;18.30;20.90;69;ESTAKADA GADOWIANKA
2016-08-31 09:10:00.000;0;197.00;48.00;21.80;23.90;69;MOST MILENIJNY
2016-08-31 09:10:00.000;0.1;287.10;53.50;21.70;25.30;69;MOST WARSZAWSKI
2016-08-31 09:20:00.000;0.1;98.00;49.40;21.50;26.60;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 09:20:00.000;0;79.00;49.35;20.34;28.28;69;MOST ROMANA DMOWSKIEGO
2016-08-31 09:20:00.000;0.6;80.60;41.40;20.00;24.80;69;AL. JANA III SOBIESKIEGO
2016-08-31 09:20:00.000;0.8;99.40;55.90;19.30;18.90;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 09:20:00.000;0;31.30;50.40;18.40;21.60;69;ESTAKADA GADOWIANKA
2016-08-31 09:20:00.000;0;64.00;48.30;21.80;24.70;69;MOST MILENIJNY
2016-08-31 09:20:00.000;0.5;280.70;51.30;22.10;26.30;69;MOST WARSZAWSKI
2016-08-31 09:30:00.000;0.2;188.10;48.00;22.00;27.60;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 09:30:00.000;0.04;103.00;49.59;20.54;30.04;69;MOST ROMANA DMOWSKIEGO
2016-08-31 09:30:00.000;0.6;78.10;39.00;20.70;25.70;69;AL. JANA III SOBIESKIEGO
2016-08-31 09:30:00.000;1.2;69.20;55.00;19.70;18.90;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 09:30:00.000;0;79.90;50.20;18.70;22.20;69;ESTAKADA GADOWIANKA
2016-08-31 09:30:00.000;0;149.30;52.20;21.10;25.60;69;MOST MILENIJNY
2016-08-31 09:30:00.000;0.6;270.70;50.70;22.40;27.30;69;MOST WARSZAWSKI
2016-08-31 09:40:00.000;0.2;207.00;47.50;22.20;28.60;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 09:40:00.000;0.1;103.00;48.01;20.15;31.71;69;MOST ROMANA DMOWSKIEGO
2016-08-31 09:40:00.000;0.8;95.20;36.40;20.80;26.60;69;AL. JANA III SOBIESKIEGO
2016-08-31 09:40:00.000;1.3;173.80;54.40;19.90;19.00;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 09:40:00.000;0;65.80;48.00;19.40;22.80;69;ESTAKADA GADOWIANKA
2016-08-31 09:40:00.000;0;171.00;48.90;21.90;26.40;69;MOST MILENIJNY
2016-08-31 09:40:00.000;0.8;267.90;51.60;22.10;28.30;69;MOST WARSZAWSKI
2016-08-31 09:50:00.000;0.2;171.80;45.20;22.50;29.40;69;UL. LOTNICZA / UL. KOSMONAUTÓW
2016-08-31 09:50:00.000;0;71.00;45.88;20.61;33.14;69;MOST ROMANA DMOWSKIEGO
2016-08-31 09:50:00.000;0.9;103.80;34.60;21.10;27.50;69;AL. JANA III SOBIESKIEGO
2016-08-31 09:50:00.000;1.9;181.60;54.50;19.40;19.20;69;UL. OPOLSKA / UL. KATOWICKA
2016-08-31 09:50:00.000;0;74.00;47.40;19.50;23.50;69;ESTAKADA GADOWIANKA
2016-08-31 09:50:00.000;0;183.30;49.30;22.10;27.20;69;MOST MILENIJNY
2016-08-31 09:50:00.000;0.5;276.10;47.50;23.20;29.20;69;MOST WARSZAWSKI
